timestamp,value
2023-01-01,25956.03500197117
2023-01-02,29716.96372506
2023-01-03,32018.822961548998
2023-01-04,33640.741442214
2023-01-05,32929.791609339
2023-01-06,30173.885555838002
2023-01-07,28051.920037887
2023-01-08,27191.880205392
2023-01-09,31065.755897888997
2023-01-10,31300.274877999
2023-01-11,31396.793197307998
2023-01-12,31349.560828290003
2023-01-13,29911.643228688
2023-01-14,26156.669891258924
2023-01-15,27397.649047839
2023-01-16,31557.793968246
2023-01-17,31981.037066331002
2023-01-18,32397.297988119
2023-01-19,32675.147532854997
2023-01-20,31674.437383923
2023-01-21,28428.957557577
2023-01-22,29405.230089495
2023-01-23,34429.932721176
2023-01-24,32551.521940893
2023-01-25,32293.797492519
2023-01-26,31879.590151992
2023-01-27,32257.243746057
2023-01-28,28392.609169236
2023-01-29,27312.425425467
2023-01-30,31541.365318149
2023-01-31,32288.868897495
2023-02-01,32612.924020623
2023-02-02,33745.063370322
2023-02-03,33225.507311058
2023-02-04,29566.846934811
2023-02-05,29589.230970570003
2023-02-06,34051.66305273
2023-02-07,32988.3186753
2023-02-08,32309.199351981002
2023-02-09,33217.90906038
2023-02-10,31379.748472836
2023-02-11,27236.237560647
2023-02-12,28025.223481485
2023-02-13,30884.424672462002
2023-02-14,31119.149010696
2023-02-15,31285.489092915
2023-02-16,31511.588389851
2023-02-17,30084.760129068
2023-02-18,26516.457328346998
2023-02-19,27677.141457591002
2023-02-20,32243.690109729
2023-02-21,32299.547520051
2023-02-22,32653.790287734
2023-02-23,32508.807450638997
2023-02-24,31762.12530381
2023-02-25,29367.854910534
2023-02-26,28048.018233492
2023-02-27,31178.702867295
2023-02-28,31222.649506305002
2023-03-01,30887.299686225
2023-03-02,30878.880003051003
2023-03-03,30057.858214535998
2023-03-04,27271.76451648
2023-03-05,27481.640521449
2023-03-06,32617.441899399
2023-03-07,33600.696607611
2023-03-08,33337.222131702
2023-03-09,34235.253217545
2023-03-10,32857.916265168
2023-03-11,28880.745435204
2023-03-12,29058.585572481
2023-03-13,33219.75728352
2023-03-14,31541.159960025
2023-03-15,31388.784230394
2023-03-16,31516.927701135
2023-03-17,31115.863280676
2023-03-18,26657.743719168
2023-03-19,25609.59584308269
2023-03-20,30665.718268062
2023-03-21,30976.630471125
2023-03-22,30270.198517017
2023-03-23,29625.579358896
2023-03-24,29002.522804029
2023-03-25,27138.281734455002
2023-03-26,28616.654884917
2023-03-27,34078.77032538
2023-03-28,33235.98057549
2023-03-29,33330.650671665
2023-03-30,32943.345245667
2023-03-31,31283.435511654
2023-04-01,27019.379379387
2023-04-02,26416.653279018
2023-04-03,30859.987055445
2023-04-04,30689.950526955
2023-04-05,31283.846227905
2023-04-06,29973.045308418
2023-04-07,26518.510909608
2023-04-08,23586.818300094546
2023-04-09,23470.790958793925
2023-04-10,24352.59875265482
2023-04-11,28595.708356044
2023-04-12,27973.678591809
2023-04-13,29532.757485861
2023-04-14,29582.248794275998
2023-04-15,24331.446865658756
2023-04-16,23603.041592061276
2023-04-17,27562.140906917997
2023-04-18,27058.602781497295
2023-04-19,27303.595026045023
2023-04-20,26864.744710366114
2023-04-21,25054.102111731045
2023-04-22,20963.162879859396
2023-04-23,21804.925839122567
2023-04-24,27959.714239228197
2023-04-25,28646.43181321836
2023-04-26,28302.66230996673
2023-04-27,28388.296648587
2023-04-28,26777.878222992575
2023-04-29,23088.00341157348
2023-04-30,22849.99334331634
2023-05-01,23945.784304674013
2023-05-02,27366.434612661247
2023-05-03,27085.29933790104
2023-05-04,27515.319254149774
2023-05-05,26463.47493179289
2023-05-06,22784.073384808537
2023-05-07,22465.15221483154
2023-05-08,26179.670001389146
2023-05-09,25969.793996421147
2023-05-10,26266.741846899076
2023-05-11,25441.20217960199
2023-05-12,24240.47321576268
2023-05-13,20356.32961696048
2023-05-14,20381.177950229772
2023-05-15,25083.8790400352
2023-05-16,25609.595843083796
2023-05-17,26301.858086477194
2023-05-18,22207.633124586115
2023-05-19,22771.135822853656
2023-05-20,20405.615567246685
2023-05-21,20236.81118751643
2023-05-22,24702.734357816775
2023-05-23,25191.89741440671
2023-05-24,25219.620761446895
2023-05-25,25381.8536811337
2023-05-26,24559.189027610784
2023-05-27,20922.296612747083
2023-05-28,20947.14494601638
2023-05-29,25626.02449318522
2023-05-30,25532.381187638854
2023-05-31,25751.292950157218
2023-06-01,25490.693488016295
2023-06-02,24778.716864508075
2023-06-03,21118.824339513332
2023-06-04,20784.295951945707
2023-06-05,23783.551384979575
2023-06-06,21465.46885652632
2023-06-07,25090.45050007026
2023-06-08,25610.827991838683
2023-06-09,24321.178959351226
2023-06-10,20980.618320585763
2023-06-11,21166.878141042384
2023-06-12,25383.085829897253
2023-06-13,25211.817152648622
2023-06-14,25481.657730464507
2023-06-15,25450.443295284018
2023-06-16,24188.928326084606
2023-06-17,20668.26861064693
2023-06-18,21118.413623260945
2023-06-19,25225.3707889761
2023-06-20,24998.4500595313
2023-06-21,25542.649093942506
2023-06-22,24224.455281916293
2023-06-23,19871.684439146113
2023-06-24,18691.49128791766
2023-06-25,19659.960211041616
2023-06-26,24806.850927795662
2023-06-27,25262.335251689816
2023-06-28,25208.94213887773
2023-06-29,25255.55843352808
2023-06-30,23889.516178098784
2023-07-01,20357.15104946525
2023-07-02,20318.543721741054
2023-07-03,24365.947030863026
2023-07-04,24286.268077899796
2023-07-05,24051.338381535854
2023-07-06,23725.640393394413
2023-07-07,22335.57123719975
2023-07-08,19090.912843362126
2023-07-09,19313.31569402863
2023-07-10,22346.044501636974
