timestamp,value
2023-01-01,77868.10500591352
2023-01-08,641172.016611837
2023-01-15,625735.0409078158
2023-01-22,654359.704759638
2023-01-29,657351.36194202
2023-02-05,667709.420469084
2023-02-12,657624.898966077
2023-02-19,627237.03024279
2023-02-26,656651.501447967
2023-03-05,626936.385946023
2023-03-12,673763.58338733
2023-03-19,633149.4960540021
2023-03-26,618886.758115503
2023-04-02,654924.644964783
2023-04-09,589148.8478616584
2023-04-16,563914.4413150946
2023-04-23,529833.8227666183
2023-04-30,558038.939966648
2023-05-07,532876.6141224571
2023-05-14,506506.1664217929
2023-05-21,487849.5860153972
2023-05-28,500774.210403535
2023-06-04,507246.68782489415
2023-06-11,487256.92246318265
2023-06-18,502507.84370486066
2023-06-25,474642.1834874148
2023-07-02,495296.6931035891
2023-07-09,471506.9809748508
2023-07-16,444155.12678919546
2023-07-23,410672.71646230214
2023-07-30,407227.0124629177
2023-08-06,431213.8683928
2023-08-13,482260.5592529029
2023-08-20,507909.58385622554
2023-08-27,509388.1623648154
2023-09-03,509141.11653901805
2023-09-10,521196.4599790007
2023-09-17,515656.71916684275
2023-09-24,515982.0064387314
2023-10-01,520303.7682044325
2023-10-08,562150.6203692714
2023-10-15,573687.2291824826
2023-10-22,610902.4341691621
2023-10-29,617028.0617153938
2023-11-05,625972.8456179535
2023-11-12,610309.7706170077
2023-11-19,685398.76410114
2023-11-26,699063.90989238
2023-12-03,755058.294086967
2023-12-10,755012.088508536
2023-12-17,713326.64783085
2023-12-24,688973.227645662
2023-12-31,647239.117092084
