timestamp,value
2023-01-01,25956.03500197117
2023-01-08,213724.005537279
2023-01-15,208578.34696927192
2023-01-22,218119.901586546
2023-01-29,219117.12064734
2023-02-05,222569.806823028
2023-02-12,219208.299655359
2023-02-19,209079.01008093
2023-02-26,218883.833815989
2023-03-05,208978.795315341
2023-03-12,224587.86112911
2023-03-19,211049.83201800068
2023-03-26,206295.586038501
2023-04-02,218308.214988261
2023-04-09,196382.94928721947
2023-04-16,187971.48043836484
2023-04-23,176611.27425553944
2023-04-30,186012.9799888827
2023-05-07,177625.53804081905
2023-05-14,168835.3888072643
2023-05-21,162616.52867179908
2023-05-28,166924.73680117834
2023-06-04,169082.22927496472
2023-06-11,162418.9741543942
2023-06-18,167502.6145682869
2023-06-25,158214.0611624716
2023-07-02,165098.89770119637
2023-07-09,157168.9936582836
2023-07-16,148051.70892973183
2023-07-23,136890.90548743404
2023-07-30,135742.33748763925
2023-08-06,143737.95613093334
2023-08-13,160753.51975096762
2023-08-20,169303.19461874187
2023-08-27,169796.05412160512
2023-09-03,169713.70551300602
2023-09-10,173732.15332633356
2023-09-17,171885.57305561425
2023-09-24,171994.0021462438
2023-10-01,173434.58940147748
2023-10-08,187383.54012309044
2023-10-15,191229.0763941609
2023-10-22,203634.14472305402
2023-10-29,205676.02057179794
2023-11-05,208657.61520598448
2023-11-12,203436.59020566923
2023-11-19,228466.25470038
2023-11-26,233021.30329746
2023-12-03,251686.09802898898
2023-12-10,251670.696169512
2023-12-17,237775.54927695
2023-12-24,229657.742548554
2023-12-31,215746.372364028
