snapshot,h2
2023-01-01,0.0
2023-01-08,0.0
2023-01-15,0.0
2023-01-22,-346.08499999979995
2023-01-29,-3460.8499999979995
2023-02-05,-3629.7086904706475
2023-02-12,-2612.069977446246
2023-02-19,5549.60866791727
2023-02-26,2076.5099999987815
2023-03-05,-10728.634999993792
2023-03-12,-530.4249999989995
2023-03-19,7120.967543835561
2023-03-26,4890.970727332802
2023-04-02,1669.7167288230257
2023-04-09,0.0
2023-04-16,0.0
2023-04-23,0.0
2023-04-30,-692.1699999995997
2023-05-07,-497.3948069951498
2023-05-14,-346.0849999997997
2023-05-21,-346.0849999997997
2023-05-28,-692.1699999996001
2023-06-04,-346.08499999979995
2023-06-11,-692.1699999995999
2023-06-18,0.0
2023-06-25,-194.7751930044501
2023-07-02,-346.08499999979995
2023-07-09,-346.08499999979995
2023-07-16,0.0
2023-07-23,0.0
2023-07-30,-692.1699999995999
2023-08-06,-692.1699999995999
2023-08-13,-346.08499999979995
2023-08-20,-346.08499999979995
2023-08-27,-346.08499999979995
2023-09-03,0.0
2023-09-10,-3.637978807091713e-12
2023-09-17,-692.1699999995999
2023-09-24,-1038.2549999993998
2023-10-01,-5191.274999996997
2023-10-08,9344.294999994601
2023-10-15,692.1699999995994
2023-10-22,-8674.7199999936
2023-10-29,12481.654999991397
2023-11-05,0.0
2023-11-12,0.0
2023-11-19,-692.1699999995999
2023-11-26,-3072.606619274944
2023-12-03,3764.776619274544
2023-12-10,0.0
2023-12-17,0.0
2023-12-24,0.0
2023-12-31,0.0
