snapshot,onwind
2023-01-01,7548.688523387738
2023-01-02,27223.382920688877
2023-01-03,44378.91129128575
2023-01-04,22799.55265581693
2023-01-05,32372.395486119018
2023-01-06,29779.487587141288
2023-01-07,27596.96480762809
2023-01-08,26836.03579488762
2023-01-09,30775.677412849353
2023-01-10,30593.579983442858
2023-01-11,39602.48228626689
2023-01-12,40277.30557887696
2023-01-13,33589.81230581082
2023-01-14,33653.70109395422
2023-01-15,34532.78321467391
2023-01-16,36228.032106922416
2023-01-17,41179.91068712606
2023-01-18,28259.369923823135
2023-01-19,22826.97609365253
2023-01-20,14533.059881526615
2023-01-21,23831.096499122374
2023-01-22,24630.32678659411
2023-01-23,11969.358639203117
2023-01-24,41253.84752703461
2023-01-25,45938.613713040664
2023-01-26,39136.77726299978
2023-01-27,17560.35754254071
2023-01-28,30217.729531919096
2023-01-29,33789.00068111974
2023-01-30,33831.334569152285
2023-01-31,36614.389867567465
2023-02-01,12788.061826376028
2023-02-02,39832.87214018239
2023-02-03,23693.71558539151
2023-02-04,37082.05051937047
2023-02-05,31951.045893429116
2023-02-06,16449.401692436433
2023-02-07,27261.167975381104
2023-02-08,37635.93471310755
2023-02-09,39172.17266746675
2023-02-10,31787.218850312845
2023-02-11,34919.543013833914
2023-02-12,30020.287218095014
2023-02-13,37083.31379955856
2023-02-14,15219.026832627394
2023-02-15,15626.739956356985
2023-02-16,22806.124777396457
2023-02-17,36521.13410382989
2023-02-18,26323.16017429109
2023-02-19,28062.789436208077
2023-02-20,42071.359143806185
2023-02-21,28458.88969806685
2023-02-22,8841.86249796666
2023-02-23,42221.55560059709
2023-02-24,7418.073275686851
2023-02-25,33631.597429994064
2023-02-26,36320.06639810744
2023-02-27,7107.28552348894
2023-02-28,21731.88413854058
2023-03-01,19159.21396208329
2023-03-02,22432.852279059796
2023-03-03,24089.44660971271
2023-03-04,29571.431326543025
2023-03-05,24577.34063190054
2023-03-06,23621.163077643545
2023-03-07,23991.022442238187
2023-03-08,37102.701589625074
2023-03-09,15161.35179083409
2023-03-10,28099.062013241342
2023-03-11,22928.991195061473
2023-03-12,26867.582414824326
2023-03-13,36265.148684516185
2023-03-14,34631.724807965846
2023-03-15,31969.65149902599
2023-03-16,9978.937354327101
2023-03-17,32050.949094123047
2023-03-18,37423.33279700801
2023-03-19,1295.3527234612357
2023-03-20,33588.59547002795
2023-03-21,11853.687390140612
2023-03-22,31606.729134223442
2023-03-23,31304.26572803907
2023-03-24,34007.54146050454
2023-03-25,26920.390929882036
2023-03-26,25378.981762797728
2023-03-27,29956.69549513574
2023-03-28,35641.87526486971
2023-03-29,28225.686843818115
2023-03-30,19958.96580883448
2023-03-31,39037.10054964769
2023-04-01,22943.32217877431
2023-04-02,22470.78120791068
2023-04-03,19231.44506048669
2023-04-04,11038.942631303247
2023-04-05,17786.496457976824
2023-04-06,5886.214708412113
2023-04-07,17433.830590085974
2023-04-08,13941.233860016988
2023-04-09,11159.291106588873
2023-04-10,10317.278066492898
2023-04-11,15303.482764821296
2023-04-12,14460.563657648918
2023-04-13,17557.44468142373
2023-04-14,19152.90881483806
2023-04-15,13895.408872683245
2023-04-16,8158.940327008708
2023-04-17,11229.155986827443
2023-04-18,14833.33945301882
2023-04-19,14827.126741185042
2023-04-20,10630.834447660953
2023-04-21,2186.5852198614284
2023-04-22,7343.929712615824
2023-04-23,10267.569214006744
2023-04-24,13051.376610669748
2023-04-25,17274.3663558664
2023-04-26,12862.770670570226
2023-04-27,14293.377252567641
2023-04-28,14213.36862121835
2023-04-29,12908.394181618818
2023-04-30,7904.474608204859
2023-05-01,12529.837722367427
2023-05-02,16451.67724628422
2023-05-03,6818.873349119403
2023-05-04,11155.023786400883
2023-05-05,10552.671041151782
