snapshot,onwind
2023-01-01,20551.218684056705
2023-01-08,325781.6553350867
2023-01-15,423567.88596826245
2023-01-22,265004.4463131051
2023-01-29,406993.0338164572
2023-02-05,292159.57244137186
2023-02-12,347445.5635047756
2023-02-19,370769.5241533489
2023-02-26,303209.79582553805
2023-03-05,371393.8363897198
2023-03-12,284029.7511184987
2023-03-19,317895.76406227885
2023-03-26,321919.00778592256
2023-04-02,349507.777667726
2023-04-09,196618.75042930606
2023-04-16,220185.10021187802
2023-04-23,208007.59008065562
2023-04-30,227279.64574594496
2023-05-07,153986.73977055852
2023-05-14,149547.50697939598
2023-05-21,169821.0948916738
2023-05-28,119807.70708964719
2023-06-04,195311.6728671657
2023-06-11,176195.49837926892
2023-06-18,138138.84776497135
2023-06-25,127134.81510077123
2023-07-02,107021.6725814229
2023-07-09,160461.5320179771
2023-07-16,113843.91271605788
2023-07-23,111287.36199915336
2023-07-30,106460.59806362419
2023-08-06,129451.36235555403
2023-08-13,288978.0459881095
2023-08-20,219771.8710320404
2023-08-27,200031.2398242331
2023-09-03,123836.07145763324
2023-09-10,235181.30609881636
2023-09-17,207741.02617576445
2023-09-24,189897.91403588885
2023-10-01,223861.59867792059
2023-10-08,259083.59814120273
2023-10-15,267991.34354578116
2023-10-22,369485.601901135
2023-10-29,259071.22049797626
2023-11-05,424752.64763073693
2023-11-12,181003.7700000831
2023-11-19,189354.2672366745
2023-11-26,370463.973937962
2023-12-03,428290.56841867307
2023-12-10,280564.17209331767
2023-12-17,402868.73773389246
2023-12-24,427556.3854556196
2023-12-31,296819.47863091435
