timestamp,value
2023-01-01,77868.10500591352
2023-01-02,89150.89117518
2023-01-03,96056.468884647
2023-01-04,100922.224326642
2023-01-05,98789.374828017
2023-01-06,90521.656667514
2023-01-07,84155.760113661
2023-01-08,81575.640616176
2023-01-09,93197.267693667
2023-01-10,93900.824633997
2023-01-11,94190.37959192401
2023-01-12,94048.68248487
2023-01-13,89734.929686064
2023-01-14,78470.00967377677
2023-01-15,82192.947143517
2023-01-16,94673.38190473801
2023-01-17,95943.111198993
2023-01-18,97191.893964357
2023-01-19,98025.442598565
2023-01-20,95023.312151769
2023-01-21,85286.872672731
2023-01-22,88215.690268485
2023-01-23,103289.798163528
2023-01-24,97654.56582267901
2023-01-25,96881.392477557
2023-01-26,95638.770455976
2023-01-27,96771.73123817099
2023-01-28,85177.827507708
2023-01-29,81937.276276401
2023-01-30,94624.095954447
2023-01-31,96866.606692485
2023-02-01,97838.77206186901
2023-02-02,101235.190110966
2023-02-03,99676.521933174
2023-02-04,88700.540804433
2023-02-05,88767.69291171001
2023-02-06,102154.98915819
2023-02-07,98964.9560259
2023-02-08,96927.598055943
2023-02-09,99653.72718114
2023-02-10,94139.24541850801
2023-02-11,81708.712681941
2023-02-12,84075.670444455
2023-02-13,92653.274017386
2023-02-14,93357.447032088
2023-02-15,93856.467278745
2023-02-16,94534.76516955301
2023-02-17,90254.28038720401
2023-02-18,79549.371985041
2023-02-19,83031.42437277299
2023-02-20,96731.070329187
2023-02-21,96898.642560153
2023-02-22,97961.37086320201
2023-02-23,97526.422351917
2023-02-24,95286.37591142999
2023-02-25,88103.564731602
2023-02-26,84144.054700476
2023-02-27,93536.108601885
2023-02-28,93667.948518915
2023-03-01,92661.899058675
2023-03-02,92636.640009153
2023-03-03,90173.574643608
2023-03-04,81815.29354944
2023-03-05,82444.921564347
2023-03-06,97852.325698197
2023-03-07,100802.089822833
2023-03-08,100011.666395106
2023-03-09,102705.759652635
2023-03-10,98573.748795504
2023-03-11,86642.23630561201
2023-03-12,87175.756717443
2023-03-13,99659.27185055999
2023-03-14,94623.479880075
2023-03-15,94166.352691182
2023-03-16,94550.783103405
2023-03-17,93347.589842028
2023-03-18,79973.231157504
2023-03-19,76828.78752924807
2023-03-20,91997.15480418601
2023-03-21,92929.89141337501
2023-03-22,90810.595551051
2023-03-23,88876.738076688
2023-03-24,87007.568412087
2023-03-25,81414.845203365
2023-03-26,85849.964654751
2023-03-27,102236.31097614
2023-03-28,99707.94172647
2023-03-29,99991.952014995
2023-03-30,98830.035737001
2023-03-31,93850.306534962
2023-04-01,81058.138138161
2023-04-02,79249.959837054
2023-04-03,92579.96116633501
2023-04-04,92069.851580865
2023-04-05,93851.538683715
2023-04-06,89919.135925254
2023-04-07,79555.53272882401
2023-04-08,70760.45490028364
2023-04-09,70412.37287638178
2023-04-10,73057.79625796445
2023-04-11,85787.125068132
2023-04-12,83921.03577542701
2023-04-13,88598.27245758299
2023-04-14,88746.746382828
2023-04-15,72994.34059697627
2023-04-16,70809.12477618383
2023-04-17,82686.422720754
2023-04-18,81175.80834449189
2023-04-19,81910.78507813507
2023-04-20,80594.23413109835
2023-04-21,75162.30633519313
2023-04-22,62889.48863957819
2023-04-23,65414.77751736771
2023-04-24,83879.14271768459
2023-04-25,85939.29543965508
2023-04-26,84907.98692990019
2023-04-27,85164.889945761
2023-04-28,80333.63466897773
2023-04-29,69264.01023472045
2023-04-30,68549.98002994902
2023-05-01,71837.35291402203
2023-05-02,82099.30383798374
2023-05-03,81255.89801370312
2023-05-04,82545.95776244932
2023-05-05,79390.42479537867
2023-05-06,68352.22015442561
2023-05-07,67395.45664449462
2023-05-08,78539.01000416745
2023-05-09,77909.38198926343
2023-05-10,78800.22554069723
2023-05-11,76323.60653880598
2023-05-12,72721.41964728804
2023-05-13,61068.98885088144
2023-05-14,61143.533850689324
2023-05-15,75251.6371201056
2023-05-16,76828.78752925139
2023-05-17,78905.57425943158
2023-05-18,66622.89937375834
2023-05-19,68313.40746856097
2023-05-20,61216.846701740054
2023-05-21,60710.43356254928
2023-05-22,74108.20307345034
2023-05-23,75575.69224322014
2023-05-24,75658.86228434069
2023-05-25,76145.5610434011
2023-05-26,73677.56708283235
2023-05-27,62766.88983824125
2023-05-28,62841.43483804914
2023-05-29,76878.07347955566
2023-05-30,76597.14356291656
2023-05-31,77253.87885047166
2023-06-01,76472.0804640489
2023-06-02,74336.15059352423
2023-06-03,63356.473018540004
2023-06-04,62352.88785583712
2023-06-05,71350.65415493873
2023-06-06,64396.40656957896
2023-06-07,75271.35150021079
2023-06-08,76832.48397551605
2023-06-09,72963.53687805368
2023-06-10,62941.854961757286
2023-06-11,63500.63442312715
2023-06-12,76149.25748969175
2023-06-13,75635.45145794586
2023-06-14,76444.97319139352
2023-06-15,76351.32988585206
2023-06-16,72566.78497825383
2023-06-17,62004.80583194078
2023-06-18,63355.240869782836
2023-06-19,75676.1123669283
2023-06-20,74995.3501785939
2023-06-21,76627.94728182752
2023-06-22,72673.36584574888
2023-06-23,59615.05331743834
2023-06-24,56074.47386375297
2023-06-25,58979.880633124856
2023-06-26,74420.55278338699
2023-06-27,75787.00575506945
2023-06-28,75626.82641663318
2023-06-29,75766.67530058425
2023-06-30,71668.54853429635
2023-07-01,61071.45314839575
2023-07-02,60955.63116522317
2023-07-03,73097.84109258908
2023-07-04,72858.8042336994
2023-07-05,72154.01514460756
2023-07-06,71176.92118018324
2023-07-07,67006.71371159925
2023-07-08,57272.738530086375
2023-07-09,57939.9470820859
2023-07-10,67038.13350491092
