snapshot,onwind
2023-01-01,9881.557859724713
2023-01-02,13824.778516301858
2023-01-03,5099.034359476715
2023-01-04,35523.35065194191
2023-01-05,34143.972706818095
2023-01-06,33777.48142958982
2023-01-07,35206.416032807756
2023-01-08,36033.30812254167
2023-01-09,25838.430415144016
2023-01-10,22769.939774242608
2023-01-11,27821.1868945024
2023-01-12,30535.482418704112
2023-01-13,31348.62689860298
2023-01-14,30664.55225947211
2023-01-15,34468.79277984012
2023-01-16,34778.184849679885
2023-01-17,37846.87999153381
2023-01-18,40195.404585848
2023-01-19,15452.727183455376
2023-01-20,5268.046577953771
2023-01-21,3057.5167441701788
2023-01-22,1926.573147170538
2023-01-23,8504.089460089504
2023-01-24,40674.526437029104
2023-01-25,47741.29775050812
2023-01-26,29078.63547976648
2023-01-27,10331.479721752256
2023-01-28,35951.978751771094
2023-01-29,34333.324586478826
2023-01-30,30764.00356133541
2023-01-31,38995.120262135686
2023-02-01,34765.26002441648
2023-02-02,9071.564499741487
2023-02-03,44686.96580323571
2023-02-04,7653.787091262435
2023-02-05,25890.245331656814
2023-02-06,8704.440008825362
2023-02-07,32357.15744645697
2023-02-08,36810.28241748618
2023-02-09,37019.16748713941
2023-02-10,31888.828471806297
2023-02-11,22393.739143460465
2023-02-12,24533.984046992224
2023-02-13,27485.075018926902
2023-02-14,9741.45956011813
2023-02-15,13569.163214291539
2023-02-16,26112.940476366748
2023-02-17,34970.11902359367
2023-02-18,26802.302187037316
2023-02-19,20266.086783619885
2023-02-20,33116.34460429328
2023-02-21,23100.863726336207
2023-02-22,29561.318339731686
2023-02-23,20840.477580065854
2023-02-24,29259.520172036366
2023-02-25,26331.611987929668
2023-02-26,21231.489499251227
2023-02-27,5809.818299800354
2023-02-28,1836.9147051227965
2023-03-01,10512.793725114578
2023-03-02,11617.070106137366
2023-03-03,11720.797458190711
2023-03-04,22175.280592825537
2023-03-05,15097.4603460302
2023-03-06,1715.086698610819
2023-03-07,43788.38318862526
2023-03-08,16775.65345963399
2023-03-09,28008.403765259118
2023-03-10,7266.941599527786
2023-03-11,13620.188558056918
2023-03-12,21713.571162856315
2023-03-13,41718.775509885134
2023-03-14,29286.612522404947
2023-03-15,21234.669207677136
2023-03-16,15873.88400301813
2023-03-17,44690.36615011233
2023-03-18,6039.980982349922
2023-03-19,9806.99870037287
2023-03-20,24968.223143309373
2023-03-21,13535.52175095172
2023-03-22,40362.785726208596
