snapshot,onwind
2023-01-01,34064.577940553936
2023-01-08,582470.4936607728
2023-01-15,800113.5014829113
2023-01-22,490639.6419560381
2023-01-29,689302.9139227147
2023-02-05,671264.517740103
2023-02-12,706830.7005131
2023-02-19,550273.1216309185
2023-02-26,682090.7256608087
2023-03-05,306294.85959267337
2023-03-12,516367.58003263135
2023-03-19,631950.8608138551
2023-03-26,622381.425545468
2023-04-02,547856.1567063036
2023-04-09,189415.64299418352
2023-04-16,328675.07773678564
2023-04-23,172072.07833309777
2023-04-30,223511.09020220753
2023-05-07,159949.2318448094
2023-05-14,125004.9131170313
2023-05-21,107311.48448271568
2023-05-28,98326.20275864941
2023-06-04,81651.30162875314
2023-06-11,58403.58447518984
2023-06-18,126179.61045551089
2023-06-25,130563.93058565252
2023-07-02,159042.13836013578
2023-07-09,144539.16135910398
2023-07-16,186109.03681047846
2023-07-23,87544.01847352812
2023-07-30,96656.03324529078
2023-08-06,138646.94069317842
2023-08-13,331371.37018907646
2023-08-20,248355.93756112942
2023-08-27,329304.9717550286
2023-09-03,187716.40457140259
2023-09-10,292831.17505385587
2023-09-17,282004.3946836476
2023-09-24,349832.24661720305
2023-10-01,357186.4062111827
2023-10-08,439848.83184839645
2023-10-15,504403.6004730658
2023-10-22,626791.6694003602
2023-10-29,682738.5675626149
2023-11-05,643662.3194545766
2023-11-12,225062.1231074177
2023-11-19,650289.3859706491
2023-11-26,670988.4297655445
2023-12-03,453565.9030812551
2023-12-10,650167.9254105118
2023-12-17,545135.6471304416
2023-12-24,911688.5771720484
2023-12-31,787629.8687022926
