snapshot,onwind
2023-01-01,36362.27161669871
2023-01-02,54973.352081929566
2023-01-03,23124.01590182444
2023-01-04,101783.12904772947
2023-01-05,96008.54262079106
2023-01-06,89801.83849749937
2023-01-07,82387.88975737404
2023-01-08,79958.11233121065
2023-01-09,94339.9887734277
2023-01-10,79520.77305752013
2023-01-11,80945.47238175497
2023-01-12,87108.98134372092
2023-01-13,82177.14815269856
2023-01-14,63025.8148916829
2023-01-15,72811.31503739856
2023-01-16,72394.65215435665
2023-01-17,92866.80061413608
2023-01-18,132539.29401413442
2023-01-19,70077.79981962069
2023-01-20,23890.482835000228
2023-01-21,13865.775522944596
2023-01-22,8736.969580995608
2023-01-23,32763.36363672642
2023-01-24,94370.24533856021
2023-01-25,95226.78261545663
2023-01-26,92704.0262031895
2023-01-27,36554.607150379416
2023-01-28,77566.37077797443
2023-01-29,72369.40517612678
2023-01-30,63690.88293823087
2023-01-31,88901.21898727772
2023-02-01,86071.4027371155
2023-02-02,41139.35834862189
2023-02-03,109046.83132586887
2023-02-04,30357.47504588747
2023-02-05,91424.36585335262
2023-02-06,35900.774786812435
2023-02-07,83463.83574045073
2023-02-08,82828.75129626584
2023-02-09,78168.43760569264
2023-02-10,67867.81859704413
2023-02-11,34348.05779329069
2023-02-12,58341.0433793487
2023-02-13,84949.44703712357
2023-02-14,44177.31866358099
2023-02-15,58543.826892727855
2023-02-16,82259.66264665837
2023-02-17,82021.97829034808
2023-02-18,48640.39108538579
2023-02-19,55056.41177201004
2023-02-20,71922.33190140782
2023-02-21,36204.36760775451
2023-02-22,72672.58939288712
2023-02-23,60433.85998828531
2023-02-24,85109.96296639327
2023-02-25,54072.93495566578
2023-02-26,50505.208936666706
2023-02-27,26137.49970915874
2023-02-28,8330.37039113301
2023-03-01,40247.964064775486
2023-03-02,52367.23150001277
2023-03-03,24654.082382252393
2023-03-04,50420.75929155
2023-03-05,22316.606605733927
2023-03-06,7777.882888350297
2023-03-07,88792.51120805371
2023-03-08,59368.70402744622
2023-03-09,85220.2318995392
2023-03-10,32955.430628311195
2023-03-11,30713.575836837837
2023-03-12,55363.85829245017
2023-03-13,95458.93100554745
2023-03-14,58221.805540748406
2023-03-15,17241.46081594244
2023-03-16,34033.33511468038
2023-03-17,116738.71607543812
2023-03-18,27391.18947551281
2023-03-19,36788.73317268459
2023-03-20,83051.29962475224
2023-03-21,34211.996399568634
2023-03-22,84209.38075495507
2023-03-23,74834.68529698481
2023-03-24,74433.55419998508
2023-03-25,60161.58027465204
2023-03-26,85084.66290928934
2023-03-27,31580.048655650528
2023-03-28,50741.774357419206
2023-03-29,72947.79241135962
2023-03-30,91610.08402789361
2023-03-31,84677.70515868197
2023-04-01,22124.940913644914
2023-04-02,6921.834583529428
2023-04-03,19276.511504004753
2023-04-04,12428.57755773738
2023-04-05,14167.513525749546
2023-04-06,44126.63193381138
2023-04-07,36648.70909101033
2023-04-08,26318.828454797873
2023-04-09,76.88717460468392
2023-04-10,28840.912563367383
2023-04-11,53423.779589526246
2023-04-12,34359.45180012412
2023-04-13,59425.69041311908
2023-04-14,45323.60136410205
2023-04-15,51663.331180345536
2023-04-16,11687.814336600706
2023-04-17,10143.539522427858
