timestamp,value
2023-01-01,49316.46650374523
2023-01-02,56462.231077614
2023-01-03,60835.7636269431
2023-01-04,63917.4087402066
2023-01-05,62566.6040577441
2023-01-06,57330.3825560922
2023-01-07,53298.6480719853
2023-01-08,51664.5723902448
2023-01-09,59024.9362059891
2023-01-10,59470.522268198096
2023-01-11,59653.907074885195
2023-01-12,59564.165573751
2023-01-13,56832.1221345072
2023-01-14,49697.67279339196
2023-01-15,52055.5331908941
2023-01-16,59959.8085396674
2023-01-17,60763.9704260289
2023-01-18,61554.8661774261
2023-01-19,62082.7803124245
2023-01-20,60181.4310294537
2023-01-21,54015.019359396305
2023-01-22,55869.9371700405
2023-01-23,65416.872170234405
2023-01-24,61847.891687696705
2023-01-25,61358.2152357861
2023-01-26,60571.2212887848
2023-01-27,61288.76311750831
2023-01-28,53945.9574215484
2023-01-29,51893.6083083873
2023-01-30,59928.5941044831
2023-01-31,61348.850905240506
2023-02-01,61964.5556391837
2023-02-02,64115.6204036118
2023-02-03,63128.46389101021
2023-02-04,56177.0091761409
2023-02-05,56219.538844083
2023-02-06,64698.159800187
2023-02-07,62677.80548307
2023-02-08,61387.478768763904
2023-02-09,63114.027214721995
2023-02-10,59621.5220983884
2023-02-11,51748.851365229304
2023-02-12,53247.9246148215
2023-02-13,58680.4068776778
2023-02-14,59126.3831203224
2023-02-15,59442.4292765385
2023-02-16,59872.0179407169
2023-02-17,57161.044245229205
2023-02-18,50381.2689238593
2023-02-19,52586.5687694229
2023-02-20,61263.011208485106
2023-02-21,61369.1402880969
2023-02-22,62042.2015466946
2023-02-23,61766.7341562141
2023-02-24,60348.038077239
2023-02-25,55798.924330014604
2023-02-26,53291.2346436348
2023-02-27,59239.5354478605
2023-02-28,59323.0340619795
2023-03-01,58685.869403827506
2023-03-02,58669.8720057969
2023-03-03,57109.9306076184
2023-03-04,51816.352581312
2023-03-05,52215.1169907531
2023-03-06,61973.139608858095
2023-03-07,63841.3235544609
2023-03-08,63340.7220502338
2023-03-09,65046.9811133355
2023-03-10,62430.0409038192
2023-03-11,54873.4163268876
2023-03-12,55211.3125877139
2023-03-13,63117.53883868799
2023-03-14,59928.203924047506
2023-03-15,59638.6900377486
2023-03-16,59882.1626321565
2023-03-17,59120.1402332844
2023-03-18,50649.7130664192
2023-03-19,48658.23210185711
2023-03-20,58264.8647093178
2023-03-21,58855.5978951375
2023-03-22,57513.377182332304
2023-03-23,56288.600781902394
2023-03-24,55104.793327655105
2023-03-25,51562.7352954645
2023-03-26,54371.6442813423
2023-03-27,64749.663618222
2023-03-28,63148.363093431006
2023-03-29,63328.2362761635
2023-03-30,62592.355966767296
2023-03-31,59438.5274721426
2023-04-01,51336.8208208353
2023-04-02,50191.6412301342
2023-04-03,58633.975405345496
2023-04-04,58310.906001214506
2023-04-05,59439.3078330195
2023-04-06,56948.7860859942
2023-04-07,50385.1707282552
2023-04-08,44814.95477017964
2023-04-09,44594.502821708455
2023-04-10,46269.93763004415
2023-04-11,54331.8458764836
2023-04-12,53149.9893244371
2023-04-13,56112.2392231359
2023-04-14,56206.2727091244
2023-04-15,46229.74904475163
2023-04-16,44845.779024916425
2023-04-17,52368.0677231442
2023-04-18,51411.34528484486
2023-04-19,51876.830549485545
2023-04-20,51043.014949695615
2023-04-21,47602.794012288985
2023-04-22,39830.009471732854
2023-04-23,41429.359094332875
2023-04-24,53123.457054533574
2023-04-25,54428.22044511489
2023-04-26,53775.058388936784
2023-04-27,53937.7636323153
2023-04-28,50877.96862368589
2023-04-29,43867.20648198961
2023-04-30,43414.98735230105
2023-05-01,45496.990178880624
2023-05-02,51996.22576405637
2023-05-03,51462.06874201198
2023-05-04,52279.10658288457
2023-05-05,50280.602370406494
2023-05-06,43289.73943113622
2023-05-07,42683.78920817993
2023-05-08,49741.373002639375
2023-05-09,49342.60859320018
2023-05-10,49906.80950910824
2023-05-11,48338.284141243785
2023-05-12,46056.89910994909
2023-05-13,38677.02627222491
2023-05-14,38724.23810543657
2023-05-15,47659.37017606688
2023-05-16,48658.23210185922
2023-05-17,49973.530364306665
2023-05-18,42194.502936713616
2023-05-19,43265.15806342194
2023-05-20,38770.6695777687
2023-05-21,38449.941256281214
2023-05-22,46935.195279851876
2023-05-23,47864.60508737275
2023-05-24,47917.279446749104
2023-05-25,48225.52199415403
2023-05-26,46662.45915246049
2023-05-27,39752.36356421946
2023-05-28,39799.57539743112
2023-05-29,48689.446537051925
2023-05-30,48511.524256513825
2023-05-31,48927.45660529872
2023-06-01,48432.317627230965
2023-06-02,47079.56204256535
2023-06-03,40125.766245075334
2023-06-04,39490.16230869684
2023-06-05,45188.7476314612
2023-06-06,40784.39082740001
2023-06-07,47671.8559501335
2023-06-08,48660.5731844935
2023-06-09,46210.24002276733
2023-06-10,39863.17480911295
2023-06-11,40217.06846798053
2023-06-12,48227.86307680478
2023-06-13,47902.45259003238
2023-06-14,48415.149687882564
2023-06-15,48355.84226103964
2023-06-16,45958.963819560755
2023-06-17,39269.71036022916
2023-06-18,40124.9858841958
2023-06-19,47928.20449905459
2023-06-20,47497.05511310947
2023-06-21,48531.033278490766
2023-06-22,46026.465035640955
2023-06-23,37756.20043437761
2023-06-24,35513.83344704355
2023-06-25,37353.92440097907
2023-06-26,47133.016762811756
2023-06-27,47998.43697821065
2023-06-28,47896.990063867685
2023-06-29,47985.561023703354
2023-06-30,45390.08073838769
2023-07-01,38678.586993983976
2023-07-02,38605.233071308
2023-07-03,46295.29935863975
2023-07-04,46143.90934800961
2023-07-05,45697.542924918125
