snapshot,solar
2023-01-01,1731.7187895625223
2023-01-02,543.2663848496447
2023-01-03,10760.38922303579
2023-01-04,468.8609906811805
2023-01-05,2149.010268312938
2023-01-06,665.0222846096979
2023-01-07,1246.0995561970094
2023-01-08,829.9402599761179
2023-01-09,1256.0235915662436
2023-01-10,4685.1676147285225
2023-01-11,4983.706742537951
2023-01-12,3039.020107621779
2023-01-13,3093.390684168353
2023-01-14,7043.869149282229
2023-01-15,5355.5794942832845
2023-01-16,14858.833279032271
2023-01-17,1638.9291425404863
2023-01-18,5113.577659458097
2023-01-19,6034.74102687919
2023-01-20,3736.379003811766
2023-01-21,8752.376732316003
2023-01-22,10405.91129518117
2023-01-23,6180.585205387754
2023-01-24,2555.358966316453
2023-01-25,1544.3139608571457
2023-01-26,18873.47044197716
2023-01-27,23401.956092392255
2023-01-28,6985.725695034485
2023-01-29,6644.133740520836
2023-01-30,20133.54795282465
2023-01-31,11198.107405123785
2023-02-01,13520.464662083676
2023-02-02,28537.047305222775
2023-02-03,7537.9188905608125
2023-02-04,28433.79933132357
2023-02-05,5861.221788016799
2023-02-06,25458.67530362691
2023-02-07,8322.333982315387
2023-02-08,4658.741800785057
2023-02-09,15116.529003679745
2023-02-10,22417.7958044804
2023-02-11,30711.202079164264
2023-02-12,16742.717449832526
2023-02-13,31983.591648400063
2023-02-14,8566.199489821487
2023-02-15,6257.014519654013
2023-02-16,5985.440030034962
2023-02-17,2602.5041645724477
2023-02-18,34078.893059499176
2023-02-19,32976.72942215606
2023-02-20,28140.374956207772
2023-02-21,34011.54857661195
2023-02-22,15307.08937920361
2023-02-23,4228.335377312285
2023-02-24,5064.46624020662
2023-02-25,36124.10601400286
2023-02-26,36053.56112237301
2023-02-27,30090.20050721696
2023-02-28,37766.88115849992
2023-03-01,38196.00485838588
2023-03-02,39169.621900853315
2023-03-03,36443.22330071051
2023-03-04,37236.25501277782
2023-03-05,37112.94138900621
2023-03-06,21070.256411134964
2023-03-07,5613.342264789815
2023-03-08,41475.86058900368
2023-03-09,25096.45493664246
2023-03-10,27272.75364120547
2023-03-11,36457.47964372047
2023-03-12,36080.077918300674
2023-03-13,2933.722688363667
2023-03-14,20768.422694222492
2023-03-15,39943.35294434696
2023-03-16,32760.92046940918
2023-03-17,5634.837123962772
2023-03-18,8607.380763393205
2023-03-19,11247.406220305735
2023-03-20,15830.436428231747
2023-03-21,21864.5191088577
2023-03-22,5195.557520831469
2023-03-23,12322.521607363748
2023-03-24,4790.07595301177
2023-03-25,13670.256073607055
2023-03-26,15387.321276005861
2023-03-27,44308.7660040058
2023-03-28,48471.814144918404
2023-03-29,16493.31525439693
2023-03-30,11298.791797025167
2023-03-31,11143.602382331084
2023-04-01,44805.911890863834
2023-04-02,44286.93924756835
2023-04-03,48200.57296530209
2023-04-04,41773.47755761068
2023-04-05,41936.84627211163
2023-04-06,21961.61197615173
2023-04-07,41325.82603802976
2023-04-08,36815.90241383491
2023-04-09,42371.70265609503
2023-04-10,42287.63524405768
2023-04-11,16528.203807165384
2023-04-12,34713.528568844515
2023-04-13,19526.19684349689
2023-04-14,22168.934663737324
2023-04-15,27377.31860284483
2023-04-16,41601.51564979836
2023-04-17,48946.29984108119
2023-04-18,48464.25093122025
2023-04-19,49306.28696570303
2023-04-20,48883.156467087836
2023-04-21,47528.79669297492
2023-04-22,43866.102425255485
2023-04-23,16956.92676422047
2023-04-24,25275.531003359647
2023-04-25,18311.470109252637
2023-04-26,45609.86304275889
2023-04-27,50145.96339806762
2023-04-28,49496.88206330193
2023-04-29,41539.99841828177
2023-04-30,46581.759217436615
2023-05-01,15399.200620769485
2023-05-02,49864.73096839474
2023-05-03,48549.091258393084
2023-05-04,43479.03430154544
2023-05-05,49918.87728184505
2023-05-06,46569.24114307759
2023-05-07,46450.022635514804
2023-05-08,50500.032575736426
2023-05-09,50037.102414761146
2023-05-10,50744.01423308279
2023-05-11,46041.23986520752
2023-05-12,49287.728546956896
2023-05-13,43141.153243963956
2023-05-14,43570.41296146146
2023-05-15,47554.17031659013
2023-05-16,37568.08233896722
2023-05-17,37284.32793030509
2023-05-18,46810.83782198329
2023-05-19,48197.06470044414
2023-05-20,45916.00976777689
2023-05-21,42917.941362339465
2023-05-22,47039.12719923032
