snapshot,onwind
2023-01-01,29168.638699616535
2023-01-08,359323.7497744276
2023-01-15,383990.7962485509
2023-01-22,268670.6891739756
2023-01-29,349091.06519130664
2023-02-05,325572.6551327326
2023-02-12,296679.15042908245
2023-02-19,286068.76800249063
2023-02-26,262638.32494430925
2023-03-05,137747.3349398436
2023-03-12,225506.5253533539
2023-03-19,250882.15614043703
2023-03-26,326396.13218406413
2023-04-02,206651.36550841216
2023-04-09,91760.75791139319
2023-04-16,151609.1421008776
2023-04-23,46135.615317445234
2023-04-30,78078.02555270688
2023-05-07,29607.18630511383
2023-05-14,0.0
2023-05-21,12760.18455499904
2023-05-28,11307.55641692921
2023-06-04,0.0
2023-06-11,0.0
2023-06-18,15704.3390858986
2023-06-25,39632.09330460087
2023-07-02,28599.39023921618
2023-07-09,25996.653155970354
2023-07-16,41354.85183799244
2023-07-23,3017.338617934286
2023-07-30,3857.4922045000617
2023-08-06,28520.374267577616
2023-08-13,143518.4152088443
2023-08-20,129640.9232616007
2023-08-27,86594.89929918016
2023-09-03,83555.62225650315
2023-09-10,102670.4553807338
2023-09-17,141437.05954376678
2023-09-24,165965.83748933766
2023-10-01,169131.03582666075
2023-10-08,179208.63936489364
2023-10-15,194582.08504163224
2023-10-22,254148.31261070768
2023-10-29,338297.68980828405
2023-11-05,409036.78161069314
2023-11-12,186011.37500561154
2023-11-19,355982.81174118357
2023-11-26,372078.2971883599
2023-12-03,369157.8636333896
2023-12-10,329088.3848899063
2023-12-17,381275.4313927984
2023-12-24,416025.2038560636
2023-12-31,422156.3310183215
