snapshot,h2
2023-01-01,17178.3291580218
2023-01-08,9658.906392770317
2023-01-15,-58254.72858058516
2023-01-22,103375.598495243
2023-01-29,-20315.137611501596
2023-02-05,15873.072744883026
2023-02-12,-43974.65522210987
2023-02-19,-9484.573320865047
2023-02-26,-14212.058939295875
2023-03-05,4853.679910135346
2023-03-12,46994.56214807145
2023-03-19,9517.551227844875
2023-03-26,-15935.337058874522
2023-04-02,-25603.7572305871
2023-04-09,68102.04444018217
2023-04-16,-5205.662036551632
2023-04-23,4449.989359940439
2023-04-30,-3697.2164912034805
2023-05-07,-17820.273382920197
2023-05-14,-34757.50782421457
2023-05-21,16043.755876764912
2023-05-28,-5896.652077194413
2023-06-04,-37394.67032214996
2023-06-11,-15011.465628444445
2023-06-18,51636.29807184601
2023-06-25,-621.4345700475903
2023-07-02,44465.67915606433
2023-07-09,-6132.682124618941
2023-07-16,-3117.7487874296944
2023-07-23,-22578.765843391648
2023-07-30,-50692.37623476581
2023-08-06,28973.552309490016
2023-08-13,-55006.428821491885
2023-08-20,-3828.1284394831564
2023-08-27,-21729.317147632868
2023-09-03,82568.60495576292
2023-09-10,41208.64530031349
2023-09-17,12043.920117207737
2023-09-24,-13968.916627429177
2023-10-01,-14696.949539616311
2023-10-08,-34517.30291341705
2023-10-15,-14993.146619542289
2023-10-22,-53939.79633816513
2023-10-29,-2820.7057952094647
2023-11-05,-3890.06521610924
2023-11-12,144132.40963386258
2023-11-19,-9690.379999994399
2023-11-26,-13993.757307904565
2023-12-03,19184.137307898956
2023-12-10,-20215.15716471832
2023-12-17,-307.38576489024103
2023-12-24,-48768.807881931556
2023-12-31,-17187.787742017026
